s,h,vaf0,delta_t,fisher,cr_bound,identifiable
1.0,0.2,0.1,1.5,774.3007918353206,0.03593727544182426,1
1.0,0.2,0.1,3.0,827.8966118067156,0.03475457222485322,1
1.0,0.2,0.1,5.0,825.3531886127497,0.03480808118967242,1
1.0,0.2,0.1,6.63,822.7546857966136,0.03486300496890662,1
1.0,0.2,0.15,0.6,711.3983136650228,0.037492429569484474,1
1.0,0.2,0.15,1.5,840.3786002126026,0.034495505030042624,1
1.0,0.2,0.15,3.0,863.6050738389184,0.03402846880519629,1
1.0,0.2,0.15,5.0,857.8614231792392,0.034142194388878395,1
1.0,0.2,0.15,6.63,856.1251557763246,0.03417679794741291,1
1.0,0.4,0.01,0.6,50.400866542559,0.14085783155414597,1
1.0,0.4,0.01,1.5,222.27112593444218,0.06707465928136865,1
1.0,0.4,0.01,3.0,365.60208943164065,0.05229927463497225,1
1.0,0.4,0.01,5.0,436.6561427790921,0.04785531871387218,1
1.0,0.4,0.01,6.63,438.6660115839703,0.047745561706363605,1
1.0,0.4,0.03,0.6,134.47711892410138,0.08623345802121875,1
1.0,0.4,0.03,1.5,335.35853999581803,0.054606622407583724,1
1.0,0.4,0.03,3.0,422.91247155627,0.048626695084575615,1
1.0,0.4,0.03,5.0,449.9805815165444,0.04714146921878745,1
1.0,0.4,0.03,6.63,441.9537166822159,0.04756763996503504,1
1.0,0.4,0.05,0.6,201.8890466547087,0.07037908582846927,1
1.0,0.4,0.05,1.5,386.3321054271856,0.05087677796303657,1
1.0,0.4,0.05,3.0,449.2002928226575,0.04718239527770763,1
1.0,0.4,0.05,5.0,455.47420487693887,0.046856312428412324,1
1.0,0.4,0.05,6.63,448.79759651503696,0.047203558399246726,1
1.0,0.4,0.1,0.6,323.79227739902126,0.055573372988303595,1
1.0,0.4,0.1,1.5,453.13625472673016,0.04697703415659805,1
1.0,0.4,0.1,3.0,479.9293686707496,0.045646905021463915,1
1.0,0.4,0.1,5.0,471.2854481449056,0.04606361151545307,1
1.0,0.4,0.1,6.63,467.270995224918,0.04626106087957922,1
1.0,0.4,0.15,0.6,405.36418243109597,0.049668073357745444,1
1.0,0.4,0.15,1.5,490.7947191515432,0.04513880520699327,1
1.0,0.4,0.15,3.0,498.10484838778865,0.044806355002011515,1
1.0,0.4,0.15,5.0,487.67157482748604,0.045283113407957536,1
1.0,0.4,0.15,6.63,484.954965681861,0.04540976921294612,1
1.0,0.6,0.01,0.6,29.809882358423142,0.18315545961914284,0
1.0,0.6,0.01,1.5,141.49593365771995,0.0840674782909469,1
1.0,0.6,0.01,3.0,234.80232377789906,0.06526026074324603,1
1.0,0.6,0.01,5.0,279.5158850073026,0.059813160779257066,1
1.0,0.6,0.01,6.63,279.2328006500072,0.05984347219124222,1
1.0,0.6,0.03,0.6,80.81706804059851,0.11123679176714561,1
1.0,0.6,0.03,1.5,217.1614878799619,0.06785917817628324,1
1.0,0.6,0.03,3.0,269.98557927988077,0.06085968722693526,1
1.0,0.6,0.03,5.0,287.4200865372054,0.05898498076050742,1
1.0,0.6,0.03,6.63,278.34025591830203,0.059939344462312895,1
1.0,0.6,0.05,0.6,122.85728163093978,0.09021931993584201,1
1.0,0.6,0.05,1.5,250.5805274495835,0.0631722492841065,1
1.0,0.6,0.05,3.0,287.3386639681963,0.05899333739517488,1
1.0,0.6,0.05,5.0,289.1515255467705,0.05880811459515164,1
1.0,0.6,0.05,6.63,281.58047049643176,0.05959347832505615,1
1.0,0.6,0.1,0.6,201.36933093923855,0.07046984827635049,1
1.0,0.6,0.1,1.5,293.51315549345304,0.05836953241333314,1
1.0,0.6,0.1,3.0,306.9732836408965,0.05707549807581291,1
1.0,0.6,0.1,5.0,296.54285159167677,0.05807059424612994,1
1.0,0.6,0.1,6.63,291.9042596689154,0.058530169757720164,1
1.0,0.6,0.15,0.6,255.60990557544446,0.06254767343905056,1
1.0,0.6,0.15,1.5,317.32430061215837,0.056136888101101824,1
1.0,0.6,0.15,3.0,317.4407304441719,0.05612659230845748,1
1.0,0.6,0.15,5.0,305.5068502435199,0.05721231533519094,1
1.0,0.6,0.15,6.63,302.3141645654529,0.05751362640267332,1
1.0,0.8,0.01,0.6,19.107055346515395,0.2287721318253721,0
1.0,0.8,0.01,1.5,96.37397631281668,0.1018638557357838,1
1.0,0.8,0.01,3.0,161.7296489491589,0.07863306027727973,1
1.0,0.8,0.01,5.0,191.03963038704416,0.07234995501090676,1
1.0,0.8,0.01,6.63,190.2701423285958,0.07249610577274901,1
1.0,0.8,0.03,0.6,52.431282698852556,0.13810352338123705,1
1.0,0.8,0.03,1.5,150.61003280200563,0.0814841329019619,1
1.0,0.8,0.03,3.0,184.45200573065,0.07363059482617582,1
1.0,0.8,0.03,5.0,196.5696489007529,0.07132499814288858,1
1.0,0.8,0.03,6.63,187.51258666582956,0.07302722325714105,1
1.0,0.8,0.05,0.6,80.49649012944244,0.11145807237638071,1
1.0,0.8,0.05,1.5,174.1751373430227,0.07577168046945594,1
1.0,0.8,0.05,3.0,196.56924379071083,0.0713250716397835,1
1.0,0.8,0.05,5.0,196.64441149942115,0.07131143826314265,1
1.0,0.8,0.05,6.63,188.9334771747169,0.07275210124600125,1
1.0,0.8,0.1,0.6,134.34959718824643,0.08627437378233771,1
1.0,0.8,0.1,1.5,203.89098734389327,0.07003271859565958,1
1.0,0.8,0.1,3.0,210.27238183935805,0.06896184672556506,1
1.0,0.8,0.1,5.0,199.87867898639539,0.07073213460871512,1
1.0,0.8,0.1,6.63,195.03157717785936,0.0716056899319522,1
1.0,0.8,0.15,0.6,172.64229586208094,0.07610731463662566,1
1.0,0.8,0.15,1.5,220.09427471505418,0.06740554543277906,1
1.0,0.8,0.15,3.0,216.9277380529792,0.06789572905854752,1
1.0,0.8,0.15,5.0,204.9886630206583,0.06984496089848626,1
1.0,0.8,0.15,6.63,201.60024056644724,0.07042947920613496,1
1.0,1.0,0.01,0.6,12.986911623654215,0.2774898214134076,0
1.0,1.0,0.01,1.5,68.93922541141353,0.12043890553076078,1
1.0,1.0,0.01,3.0,117.32017531881291,0.09232379507496377,1
1.0,1.0,0.01,5.0,137.03907595169343,0.0854235841298539,1
1.0,1.0,0.01,6.63,136.44759185906526,0.08560853445408396,1
1.0,1.0,0.03,0.6,35.97719978832781,0.16671947001757512,0
1.0,1.0,0.03,1.5,109.77166826541333,0.09544537041552517,1
1.0,1.0,0.03,3.0,132.5620920103982,0.08685410019777814,1
1.0,1.0,0.03,5.0,141.4520686917096,0.08408051214499121,1
1.0,1.0,0.03,6.63,132.8921578573989,0.08674617285560832,1
1.0,1.0,0.05,0.6,55.67771365977856,0.13401681839197063,1
1.0,1.0,0.05,1.5,127.30570482698346,0.08862904447921992,1
1.0,1.0,0.05,3.0,141.34106515295662,0.08411352237670083,1
1.0,1.0,0.05,5.0,140.8085626245137,0.08427242037139221,1
1.0,1.0,0.05,6.63,133.32369823584662,0.08660566963773947,1
1.0,1.0,0.1,0.6,94.35541858710411,0.10294768314379832,1
1.0,1.0,0.1,1.5,149.04584656449538,0.08191059127882667,1
1.0,1.0,0.1,3.0,151.49326889024377,0.0812462512663084,1
1.0,1.0,0.1,5.0,141.8633016151536,0.08395855752919011,1
1.0,1.0,0.1,6.63,137.02861704676585,0.08542684410618831,1
1.0,1.0,0.15,0.6,122.56955590094697,0.09032515047156427,1
1.0,1.0,0.15,1.5,160.70033367515728,0.0788844879361944,1
1.0,1.0,0.15,3.0,156.08541040937828,0.0800421682523109,1
1.0,1.0,0.15,5.0,144.80678292169648,0.08310086557431932,1
1.0,1.0,0.15,6.63,141.3792132527938,0.08410217351055957,1
